Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,269.250000,269.250000,263.000000,263.637512,203.145859,928388
2008-01-02,265.000000,265.250000,257.875000,262.500000,202.269394,2864924
2008-01-03,257.524994,261.250000,251.337494,252.762497,194.766190,5168280
2008-01-04,252.762497,255.725006,250.574997,251.300003,193.639236,2318868
2008-01-07,250.000000,252.199997,243.125000,243.899994,187.937134,3647344
2008-01-08,245.000000,248.000000,242.324997,246.962494,190.296936,3207732
2008-01-09,248.699997,251.500000,247.475006,249.074997,191.924774,2450128
2008-01-10,249.500000,252.375000,240.500000,245.412506,189.102631,3342376
2008-01-11,228.837494,251.000000,228.837494,247.437500,190.663010,2149188
2008-01-14,249.949997,249.949997,238.899994,240.287506,185.153564,4158864
2008-01-15,241.250000,242.000000,233.500000,235.000000,181.079300,2935588
2008-01-16,235.000000,241.675003,231.250000,236.237503,182.032822,3131956
2008-01-17,241.449997,241.500000,229.750000,230.675003,177.746704,6302096
2008-01-18,232.375000,235.000000,224.274994,225.800003,173.990189,4333816
2008-01-21,226.000000,226.175003,201.312500,207.762497,160.091370,4840032
2008-01-22,203.675003,247.500000,181.250000,200.062500,154.158142,6376872
2008-01-23,214.750000,222.500000,201.250000,217.987503,168.602386,5359120
2008-01-24,217.500000,222.000000,206.437500,210.812500,163.052856,2013336
2008-01-25,213.250000,224.425003,212.524994,221.149994,171.048294,2243116
2008-01-28,217.500000,217.500000,206.250000,213.574997,165.189529,2485660
2008-01-29,214.000000,221.149994,213.750000,216.925003,167.780518,3258712
2008-01-30,220.500000,223.000000,215.000000,217.462494,168.196289,3032856
2008-01-31,217.500000,222.500000,208.837494,218.437500,168.950409,5966956
2008-02-01,221.250000,235.274994,218.324997,232.375000,179.730392,4169520
2008-02-04,236.250000,247.250000,234.750000,243.912506,188.654053,3730520
2008-02-05,240.000000,243.750000,233.912506,238.762497,184.670792,1722872
2008-02-06,232.500000,232.500000,223.625000,226.524994,175.205643,4007952
2008-02-07,226.524994,226.524994,217.762497,219.762497,169.975250,2574652
2008-02-08,221.000000,231.250000,220.000000,224.600006,173.716812,2576820
2008-02-11,224.600006,233.000000,215.024994,226.524994,175.205643,3200988
2008-02-12,226.250000,231.250000,215.000000,216.162506,167.190796,5161328
2008-02-13,218.750000,224.250000,212.824997,217.237503,168.022293,2185376
2008-02-14,221.250000,225.000000,215.250000,218.449997,168.960037,2246480
2008-02-15,215.000000,221.762497,215.000000,218.175003,168.747391,2213044
2008-02-18,218.175003,218.750000,212.500000,213.300003,164.976807,1723160
2008-02-19,214.000000,221.000000,213.750000,218.862503,169.279129,1947288
2008-02-20,219.975006,223.662506,218.312500,221.524994,171.338440,3060624
2008-02-21,224.500000,232.750000,220.500000,228.662506,176.858932,3562052
2008-02-22,230.000000,230.225006,221.250000,225.137497,174.132492,2401516
2008-02-25,232.000000,232.250000,222.562500,225.187500,174.171173,3255460
2008-02-26,231.000000,231.000000,223.750000,224.600006,173.716812,4999584
2008-02-27,227.000000,228.712494,218.512497,219.387497,169.685181,2364056
2008-02-28,221.250000,222.500000,218.000000,220.225006,170.332947,5579004
2008-02-29,220.000000,222.925003,215.875000,219.350006,169.656189,3416480
2008-03-03,216.500000,217.175003,210.000000,212.149994,164.087372,3141328
2008-03-04,214.500000,217.500000,211.774994,214.699997,166.059677,3010532
2008-03-05,211.250000,220.699997,211.250000,218.824997,169.250137,2209348
2008-03-07,215.649994,216.524994,210.562500,211.537506,163.613586,1996828
2008-03-10,211.537506,213.500000,207.500000,208.412506,161.196579,2494168
2008-03-11,210.000000,210.000000,205.000000,205.875000,159.233994,4043520
2008-03-12,209.750000,212.500000,202.562500,205.887497,159.243546,1884412
2008-03-13,203.750000,203.750000,190.250000,194.925003,150.764664,3408600
2008-03-14,195.000000,203.225006,187.500000,200.962494,155.434341,2216056
2008-03-17,193.750000,199.425003,192.187500,197.962494,153.113998,1958904
2008-03-18,197.500000,207.199997,192.500000,204.425003,158.112411,3596080
2008-03-19,207.000000,210.000000,201.387497,202.862503,156.903931,4361924
2008-03-24,202.862503,209.375000,202.862503,205.925003,159.272659,3301984
2008-03-25,210.000000,224.962494,208.750000,219.125000,169.482162,2928896
2008-03-26,235.000000,235.000000,212.887497,219.587494,169.839874,2171768
2008-03-27,218.000000,219.000000,210.274994,213.125000,164.841461,6151152
2008-03-28,213.250000,218.675003,213.000000,217.762497,168.428345,3633696
2008-03-31,217.762497,217.762497,199.250000,202.612503,156.710571,4051860
2008-04-01,205.000000,213.225006,202.500000,208.087494,160.945145,2086728
2008-04-02,212.500000,217.250000,212.312500,212.812500,164.599762,1428844
2008-04-03,212.500000,223.000000,212.500000,221.350006,171.203049,3287172
2008-04-04,221.500000,222.475006,215.012497,218.225006,168.786057,2020844
2008-04-07,223.750000,230.024994,219.550003,226.024994,174.818970,3659528
2008-04-08,226.250000,226.750000,218.750000,221.837494,171.580124,4055352
2008-04-09,220.000000,223.000000,217.250000,219.062500,169.433868,1482600
2008-04-10,220.000000,229.912506,219.250000,224.887497,173.939117,2925932
2008-04-11,225.762497,231.250000,223.312500,227.000000,175.573029,2189264
2008-04-15,230.500000,246.250000,220.100006,243.537506,188.363922,5703772
2008-04-16,246.250000,250.500000,240.500000,242.975006,187.928909,6438768
2008-04-17,249.925003,252.500000,244.887497,250.225006,193.536438,3999556
2008-04-21,252.250000,258.750000,246.649994,248.350006,192.086197,3399296
2008-04-22,246.237503,246.237503,220.500000,221.800003,171.551117,13785196
2008-04-23,221.750000,226.425003,220.012497,222.287506,171.928238,6326156
2008-04-24,226.000000,226.225006,216.000000,222.687500,172.237549,15290096
2008-04-25,228.000000,228.000000,221.250000,222.324997,171.957153,6828568
2008-04-28,202.250000,224.000000,180.000000,220.425003,170.487656,6598136
2008-04-29,220.512497,232.500000,217.537506,227.637497,176.066116,16209848
2008-04-30,229.024994,233.937500,226.625000,230.250000,178.086731,9487980
2008-05-02,231.250000,240.500000,231.000000,235.937500,182.485748,5298780
2008-05-05,236.250000,237.375000,230.287506,231.862503,179.333984,3613764
2008-05-06,227.500000,237.500000,218.149994,234.262497,181.190231,3982796
2008-05-07,237.500000,244.975006,237.500000,241.687500,186.933105,12585540
2008-05-08,241.225006,241.250000,229.500000,236.750000,183.114151,10845832
2008-05-09,239.750000,239.750000,227.500000,229.250000,177.313324,4492296
2008-05-12,229.250000,233.712494,227.574997,231.725006,179.227646,3898508
2008-05-13,232.500000,235.350006,222.250000,226.262497,175.002655,4462876
2008-05-14,226.250000,244.737503,222.787506,242.787506,187.783920,9373188
2008-05-15,243.250000,250.500000,240.024994,246.187500,190.413666,7177896
2008-05-16,248.500000,248.500000,242.125000,245.262497,189.698196,3838648
2008-05-20,243.750000,247.500000,236.812500,239.024994,184.873795,4946904
2008-05-21,232.000000,242.000000,228.750000,241.274994,186.614014,3140184
2008-05-22,239.125000,246.375000,237.750000,240.287506,185.850296,5445200
2008-05-23,243.725006,244.925003,231.524994,233.100006,180.291031,5401384
2008-05-26,230.000000,240.725006,229.000000,238.862503,184.748062,5457272
2008-05-27,245.000000,248.500000,236.500000,242.225006,187.348816,5682072
2008-05-28,242.524994,253.812500,242.524994,252.362503,195.189667,5469588
2008-05-29,252.250000,257.087494,246.000000,248.662506,192.327927,8258940
2008-05-30,247.750000,262.250000,244.500000,259.787506,200.932541,15485284
2008-06-02,253.750000,264.350006,241.250000,245.962494,190.239624,7054764
2008-06-03,240.000000,247.500000,234.537506,243.787506,188.557373,4900256
2008-06-04,247.449997,247.449997,236.587494,239.187500,184.999435,3787856
2008-06-05,241.024994,249.199997,241.000000,245.462494,189.852859,5905256
2008-06-06,247.500000,249.662506,239.449997,241.550003,186.826721,4137784
2008-06-09,225.562500,241.225006,222.500000,228.524994,176.752563,6140140
2008-06-10,227.500000,229.750000,216.750000,219.750000,169.965561,6155372
2008-06-11,222.500000,227.500000,220.000000,222.587494,172.160263,4113368
2008-06-12,223.500000,225.600006,214.250000,222.062500,171.754166,2464004
2008-06-13,220.000000,230.475006,220.000000,227.399994,175.882507,6732432
2008-06-16,229.750000,232.000000,225.812500,227.699997,176.114502,6541784
2008-06-17,226.250000,231.750000,226.250000,230.324997,178.144745,3504824
2008-06-18,230.199997,230.250000,222.750000,225.225006,175.150772,6431336
2008-06-19,220.062500,224.500000,220.000000,222.000000,172.642792,3289068
2008-06-20,224.975006,224.975006,210.387497,215.962494,167.947601,8157760
2008-06-23,215.962494,219.862503,210.750000,214.612503,166.897751,3572312
2008-06-24,212.500000,216.925003,205.850006,211.100006,164.166183,9287176
2008-06-25,210.000000,221.250000,207.824997,219.199997,170.465332,5914196
2008-06-26,221.000000,224.500000,215.100006,220.337494,171.349899,7028316
2008-06-27,220.337494,220.337494,212.787506,216.375000,168.268372,6260948
2008-06-30,217.750000,219.500000,212.500000,214.550003,166.849182,3258044
2008-07-01,216.250000,218.000000,208.762497,211.925003,164.807755,5059616
2008-07-02,212.500000,222.000000,210.000000,219.125000,170.406937,8141112
2008-07-03,220.250000,220.250000,205.137497,214.162506,166.547791,4172528
2008-07-04,217.475006,217.512497,208.875000,211.125000,164.185608,3939584
2008-07-07,211.250000,216.000000,208.000000,213.062500,165.692352,1794132
2008-07-08,207.537506,211.250000,204.500000,207.550003,161.405457,3947624
2008-07-09,212.500000,222.487503,212.500000,219.187500,170.455597,3578548
2008-07-10,217.500000,222.250000,213.087494,217.100006,168.832214,3504368
2008-07-11,229.250000,235.750000,196.350006,199.649994,155.261826,5523784
2008-07-14,200.000000,200.000000,190.250000,191.962494,149.283508,4559896
2008-07-15,191.962494,196.612503,184.287506,187.662506,145.939529,4509844
2008-07-16,188.662506,193.412506,178.975006,182.024994,141.555405,5739900
2008-07-17,183.750000,196.725006,182.512497,195.812500,152.277527,10350716
2008-07-18,195.000000,200.500000,187.250000,198.462494,154.338348,8339496
2008-07-21,199.750000,203.750000,195.750000,203.199997,158.022568,3582068
2008-07-22,204.000000,210.987503,201.512497,207.962494,161.726227,4241164
2008-07-23,207.500000,217.500000,204.725006,215.137497,167.305984,5971420
2008-07-24,218.625000,218.625000,198.087494,200.637497,156.029831,11742336
2008-07-25,199.800003,212.375000,195.500000,199.800003,155.378479,8842536
2008-07-28,200.000000,204.237503,196.250000,201.562500,156.749054,1969372
2008-07-29,201.675003,203.449997,198.000000,202.237503,157.274017,2472192
2008-07-30,211.500000,211.500000,200.000000,209.737503,163.106598,4420076
2008-07-31,210.000000,210.500000,205.375000,208.437500,162.677338,5195580
2008-08-01,206.250000,214.237503,202.812500,210.162506,164.023651,4011724
2008-08-04,203.750000,210.000000,202.750000,203.837494,159.087280,5238928
2008-08-05,203.850006,208.750000,201.312500,207.425003,161.887070,4768200
2008-08-06,209.975006,217.487503,209.100006,215.137497,167.906403,5009932
2008-08-07,214.750000,217.475006,211.250000,213.337494,166.501602,3072320
2008-08-08,211.237503,214.250000,208.350006,211.274994,164.891876,2086672
2008-08-11,213.000000,214.449997,206.125000,208.487503,162.716354,3405100
2008-08-12,208.750000,210.925003,203.750000,204.812500,159.848175,3323504
2008-08-13,200.000000,209.425003,200.000000,207.074997,161.613937,3697968
2008-08-14,207.250000,211.162506,202.750000,208.300003,162.570023,3741508
2008-08-18,210.000000,213.100006,208.750000,210.387497,164.199249,1956648
2008-08-19,211.125000,212.750000,208.774994,210.312500,164.140640,1953300
2008-08-20,210.675003,212.250000,208.750000,210.399994,164.208984,1127256
2008-08-21,209.000000,210.500000,203.800003,204.462494,159.574997,1976516
2008-08-22,204.750000,206.187500,200.875000,204.750000,159.799377,2645284
2008-08-25,206.000000,208.750000,204.000000,204.550003,159.643280,942244
2008-08-26,202.487503,209.237503,202.487503,208.512497,162.735794,2205004
